"ROWKEY","COMMCONTENT","COMMLEVEL"
"1080249","蒙山的木栈道很好，管理很到位，人虽然很多，但玩的还是很尽兴。景区面积很大，需要游玩6个小时，准备充足的时间去享受大自然吧????","1"
"1080250","现在去有点晚了，花都开始败了，主要就是看薰衣草，别的没什么。拍婚纱照的不少。有蒙古包餐厅，没在那吃饭。总体的话，这个环境不值这个票价。","1"
"1080251","一片紫色的花海，太美了，景色宜人，适合拍照。蝴蝶和蜜蜂翩翩起舞，很漂亮的地方。","1"
"1080252","孔林是孔子及其后代的家族墓地。这里佔地很大，约有300亩。","1"
"1080253","很好玩，太6了，带着女朋友去的，她好怕怕，才69不贵，下次还去，携程在手，说走就走！","1"
"1080254","整个景区就是一个大葫芦形状的，门口有免费得导游，不过得凑成很多人才可以。我们同事5个人去的，人不多，导游就给我们五个人讲了。玩了一个快艇项目感觉不错，还说可以到大楼的三楼，但是我们去的时候直接没开门。总体来说就是个一般的旅游景点","1"
"1080255","蓬莱仙岛，人间仙境，最好有雾烟雾朦胧时来","1"
"1080256","在漫长岁月里唯有这种虚无寄托 ，才能聊以慰籍已走到绝处的相思。那么去旅游吧，会忘记该忘记得。","1"
"1080257","5年前去沂水做风电项目时业主带去了萤火虫水洞，很小","1"
"1080258","非常好 里面的景儿挺多的 很好玩 很好看","1"
"1080259","挺有意思的，有休闲躺床区，有健身过关区，有儿童游乐区，有动物园，有科谱区，真全！","1"
"1080260","试营业的时候去的，那时候可以看油菜花","1"
"1080261","整体还行吧。年龄小的孩子不大适合，比较适合成人玩耍。推荐大人去玩。 ","1"
"1080262","喜欢历史的朋友可以来这里 孔家祭祀的地方","1"
"1080263","总体还可以吧，就是小点，跟横店影视城肯定没法比，里面表演尚可。","1"
"1080264","休闲，假期的好去处！带着家人和孩子还是挺不错的","1"
"1080265","风景很美，建筑还行，上坡下坡的走。","1"
"1080266","黄岛这边的比较有特色的地方 能看海景","1"
"1080267","环境很不错，人也挺多，室外的泡起来更有意思","1"
"1080268","古代的著名关隘，以扼守八条街为名。","1"
"1080269","秋天去八大关吧，美翻了，去走走就很舒服","1"
"1080270","八大关是以八条马路而命名，是中国古代著名的关隘。","1"
"1080271","公园环境很好，不愧为泉城第一泉呀，孩子们还能玩玩水，很清爽的，还有对下一代的革命教育场所，公园不错的。","1"
"1080272","泰山温泉城的温泉很美，住的环境也好，从火车站直接打车过去费用也不高。自助吃起来也很赞，连着去了两次，很好。","1"
"1080273","蓝色很刺激，玩了好几遍，适合好朋友一起去玩！ 大摆锤很不错，就是时间长了点，太害怕乐！","1"
"1080274","宝泉寺(亦称南大寺)位于临沂市罗庄区，系沂州四大古寺之一，经考古鉴定属古代文化遗产，为国家级重点文物保护单位。 千年古寺宝泉寺始建于南北朝之际，由著名大德高僧善慧法师创建，盛于唐宋，迄于元明清。历尽千年沧桑和战火洗礼，几经重建、扩建和重修，依然保持了寺庙的完整格局，是广大信徒朝拜、求法的重要场所。寺地周围，奇石嶙峋，地理生态得天独厚，古生物化石遍布其间，形成天然景观，具有较高的考古与观赏价值。涑河横贯景区东西，清泉密布，其最著者有:龙头泉、潮泉、竹叶泉、葡萄泉、甘泉等，翩花喷浪，蔚为壮观，载在史志，称为quot;胜景quot;。宝泉寺景区现占地面积500亩，其中水域面积120亩，是以名泉、古寺、涑河、化石有机组合为特色的国家级佛教文化修行道场。 宝泉寺景区自二○○七年以来进行了科学规划与精心建设，邀请山东省旅游规划设计研究院对宝泉寺的发展做出了系统的规划，总投资3.8亿元，突出佛教文化的核心带动作用和普世价值，通过佛教文化氛围的集中营造，形成佛国禅境、须弥世界朝觐、宗教园林游赏，使宝泉寺成为区域性宗教文化旅游目的地、北方佛教文化的重要修行道场。","1"
"1080275","特别好 心静，里面有许多景点。","1"
"1080276","不错，孩子们很喜欢，啤酒也不错","1"
"1080277","感觉很好。里面喝点扎啤出来，门口海鲜街吃个饭，动线很好。是青岛非常有特点的景点，值得一去","1"
"1080278","蓬莱仙境确实很美，但是景区不是很大，最大的亮点我认为是登楼看海，田横山我们没有去，因为行程有点赶，但是索道性价比不高，不推荐。","1"
"1080279","非常的好玩，停车很方便，景色也不错","1"
"1080280","喷泉表演很是震撼，见到了胶东地区很多已失传的文化遗产，赤山神明很是威武霸气，令人震撼。","1"
"1080281","动物世界里一样太多了我玩了七个小时，哈哈","1"
"1080282","玩的很开心，不错，值得一看，而且很实惠","1"
"1080283","还不错，时间仓促了点，景点关闭的有点早，5点钟基本没东西玩了 ","1"
"1080284","游客很多，兑换电子门票的时候排队等待时间稍长，建议以后上自动兑票机。景点很丰富，里面太大了，不坐游览车的话会很累。带着孩子特意奔着圣水观音喷泉去的，很壮观，连着看了两场，还拍了完整视频。马队表演也很精彩，空气一级棒。","1"
"1080285","还可以玩，4D馆挺好的，大摆锤也挺爽，冲出亚马逊一般，另一个水上项目还不错，就是不记得叫什么了，鬼屋一般，海盗船也还不错，没玩过山车挺遗憾的。里边建设都还不错","1"
"1080286","非旅游旺季，人真心少，园区工作人员超贴心，我带着孩子下午一点多去的，先是提醒四点闭园，可能时间有些紧张，看我们买了票，门口的美女工作人员给里面开游览车的帅哥打电话，专程开车全程陪伴，协调各个项目的人员，确保我们能玩到相应的游乐项目，短短两个多小时就把所有想体验的项目都玩了，超赞！全程陪伴等候，免费，非常感谢感动！是这次蓬莱长岛之旅的最大亮点！假如山东所有的景点能有如此的服务意识，山东的旅游业一定能兴旺发达！刺激的过山车没敢坐，坐了星空过山车，也够刺激的，尖叫连连！印象最深刻的是最后的环球之旅，视觉效果很震撼！","1"
"1080287","孔子的家，搞文学的快来沾沾文学喜气","1"
"1080288","个人认为和老人孩子一起去最好，有些老物件和吃苦精神值得回忆学习传承，至今还保留着以前的风貌，勾起了老人的回忆，开拓了孩子的视野，挺好。","1"
"1080289","景区外的停车场很大，停车按次收费，一次五元，给发票！景区正常票价40元，感觉稍贵些，携程35一位，还有返现不错，要是优惠力度再大一点就更好啦??景区窗口换票很方便！景区内就是原来老村落的样子，道路两侧有很多小吃，都是村民的本土做法，口味还是很不错的！景区内农家乐很多，不用愁吃饭?","1"
"1080290","总体还不错，只是发现景区的一些游戏不安全，亲眼看见一个大爷过浮桥时掉水去了，把脸摔破了，建议门票带保险。","1"
"1080291","景色还行吧！竹林不大，泉水因为季节的原因，水量不大。几处民宅古居。各种民间手艺展示，商业气息大于艺术传承。孩子玩比较好。","1"
"1080292","教育孩子，对孩子来说还行～～～有的地方比较阴森森，那天去太阳不错，所以还行！！！！！！！！！！！！！","1"
"1080293","取票方便，环境很静！介绍详细！只是锁着的????太多了，里面都是空的，有蜡人的房间会吓一跳","1"
"1080294","太没意思了，就是大，没什么导引","1"
"1080295","旅游项目不错，可是旅游环境个服务就一般，明明是套票，可是上船了啥都要买票。。。。。","1"
"1080296","不错，建筑很古典，很有诗意。非常不错。","1"
"1080297","一场非常深刻的爱国主义教育，受益匪浅","1"
"1080298","岛上很干净，环境优美，设施保存非常好，对孩子是上了一堂很有意义的爱国主义教育课。游轮接送非常及时，海面风平浪静，航行很稳。是一次非常满意的出游。","1"
"1080299","非常有趣，很适合带孩子去玩，环境好，动物多，小朋友很喜欢","1"
"1080300","挺好的，就是有点累，里面很大，按照种类分成好几个展区。","1"
"1080301","地方不错，视野广阔，值得去看看。","1"
"1080302","原来七月的青岛如此热 快中暑了 而且雾挺大的 但是我觉得九月份以后来天气会好些吧 也凉快了 如果没有雾的话风景应该挺美的 可惜了 好风景我都没看到 观景塔可以旋转 但是里边也挺热的 人还挺多的","1"
"1080303","德国监狱博物馆，外观看这更多的像一个古堡，根本想不到是一个监狱，里面阴森森的，怪可怕的，还有蜡像，一个人还真不敢进去。主要能参观的是“仁”字监。沿着参观导向箭头，会看到旋转楼梯，这个楼梯也是在各游记里出镜率很高的一个点，顺着楼梯就下到地下室，有水牢跟询问室，里面有各种刑具墙上还是血迹斑斑，让人非常压抑。 整个博物馆不大，完整参观下来也就30分钟，","1"
"1080304","景点一般，不用携程是25一张票！太贵啦～蜡像有点吓人哈哈哈。就是一个老监狱，可能比较适合拍照片吧……","1"
"1080305","这个地方门票25元，觉得作为了解历史，个人觉得不太好","1"
"1080306","作为国内最具有文化底蕴的城市，青岛经历过的外来侵略，给国人带来了痛苦的战争回忆。原来一直处在修缮中的监狱旧址博物馆竟然在3月21号恢复开放了，赶在售票截止时间前赶到，逛了一个小时重温历史。布局和陈列的历史展品与越南西贡的战争遗迹博物馆相似，逼真地还原了历史场景。作为爱国主义教育基地，值得推荐！","1"
